person_id,age,age_group,individual_income,income_group,household_size,family_structure,vehicles,target_amenity,target_mode
1.665982787388678e+19,60,Senior,122967,Ultra High,2_person,family_single,1,Entertainment/Zoos and Nature Parks,Public_transport
8.689330834684325e+18,28,Young Adult,110733,Very High,1_person,living_alone,0,Cultural/Museum,Walking
1.7628521880845107e+18,34,Adult,259312,Ultra High,1_person,living_alone,1,Leisure & Wellness/Gym,Public_transport
1.367661123010279e+19,47,Middle Age,211079,Ultra High,4_person,married_couple,1,Entertainment/Zoos and Nature Parks,Public_transport
8.722795840080836e+18,79,Elderly,30221,Moderate,1_person,living_alone,1,Leisure & Wellness/Recreation Industries,Car
4.883950785727947e+18,20,Young Adult,0,Debt,2_person,nonfamily_single,1,Leisure & Wellness/Gym,Walking
5.502221765474186e+18,53,Senior,18566,Low,5_person,married_couple,1,Leisure & Wellness/Gym,Walking
2.556992587527129e+18,30,Young Adult,54023,Moderate,1_person,living_alone,0,Hotel/Hotel and Lodging,Walking
7.866953039434043e+18,79,Elderly,34344,Moderate,1_person,living_alone,1,Entertainment/Zoos and Nature Parks,Car
6.070403062538696e+18,59,Senior,3220,Low,1_person,living_alone,0,Entertainment/Zoos and Nature Parks,Public_transport
1.2770649107595735e+19,23,Young Adult,54023,Moderate,2_person,nonfamily_single,1,Hotel/Hotel and Lodging,Car
1.5479920568582528e+18,63,Elderly,361008,Ultra High,2_person,married_couple,0,Hotel/Hotel and Lodging,Walking
1.6781685384411783e+19,50,Middle Age,20835,Low,7_plus_person,married_couple,3_plus,Entertainment/Zoos and Nature Parks,Walking
1.6233379804127017e+19,70,Elderly,84368,High,1_person,living_alone,1,Hotel/Hotel and Lodging,Car
8.207899168423353e+18,30,Young Adult,129716,Ultra High,2_person,married_couple,1,Entertainment/Spectator Sports,Walking
6.15945298789883e+18,64,Elderly,19510,Low,2_person,married_couple,1,Entertainment/Zoos and Nature Parks,Public_transport
1.2648551806956636e+19,25,Young Adult,55557,Moderate,3_person,nonfamily_single,0,Leisure & Wellness/Gym,Walking
9.426759300968772e+18,29,Young Adult,150282,Ultra High,2_person,nonfamily_single,1,Hotel/Hotel and Lodging,Walking
1.674616222393758e+19,25,Young Adult,51572,Moderate,3_person,nonfamily_single,1,Leisure & Wellness/Gym,Public_transport
4.401136664274009e+18,28,Young Adult,0,Debt,2_person,nonfamily_single,2,Entertainment/Zoos and Nature Parks,Walking
3.196523983909753e+18,34,Adult,5569,Low,3_person,married_couple,1,Leisure & Wellness/Gym,Car
1.5547839151377388e+19,24,Young Adult,87673,High,3_person,nonfamily_single,1,Leisure & Wellness/Gym,Walking
1.8067987621538933e+19,61,Elderly,160493,Ultra High,2_person,married_couple,1,Leisure & Wellness/Recreation Industries,Car
1.6257790167930745e+19,41,Middle Age,101242,Very High,3_person,married_couple,1,Entertainment/Zoos and Nature Parks,Walking
1.7330186093123906e+19,56,Senior,80150,High,2_person,nonfamily_single,0,Entertainment/Zoos and Nature Parks,Car
7.078952971224087e+18,48,Middle Age,39504,Moderate,2_person,family_single,1,Hotel/Hotel and Lodging,Walking
1.3788560704958378e+19,63,Elderly,1512,Low,2_person,married_couple,1,Cultural/Museum,Public_transport
1.046098268317182e+19,50,Middle Age,32414,Moderate,3_person,married_couple,1,Hotel/Hotel and Lodging,Car
3.084352481533691e+17,29,Young Adult,78390,High,1_person,living_alone,0,Leisure & Wellness/Recreation Industries,Car
1.038698232906801e+19,95,Elderly,54563,Moderate,2_person,family_single,1,Entertainment/Zoos and Nature Parks,Car
5.920878455877645e+18,48,Middle Age,42184,Moderate,3_person,family_single,0,Cultural/Art Gallery,Walking
1.187871017387733e+19,60,Senior,0,Debt,3_person,married_couple,3_plus,Leisure & Wellness/Gym,Public_transport
1.2280682084956232e+19,33,Adult,80453,High,1_person,living_alone,1,Entertainment/Zoos and Nature Parks,Car
8.513762883053392e+18,26,Young Adult,42138,Moderate,2_person,nonfamily_single,0,Hotel/Hotel and Lodging,Walking
1.0216298880448377e+19,47,Middle Age,121217,Ultra High,7_plus_person,married_couple,1,Cultural/Art Gallery,Walking
1.8012772850360752e+19,50,Middle Age,3030,Low,2_person,married_couple,1,Leisure & Wellness/Gym,Public_transport
2.9235538786312146e+18,23,Young Adult,0,Debt,7_plus_person,family_single,1,Leisure & Wellness/Recreation Industries,Car
1.3396015345918351e+19,32,Adult,60608,High,4_person,nonfamily_single,2,Entertainment/Zoos and Nature Parks,Car
1.0506867282186484e+19,42,Middle Age,130088,Ultra High,3_person,married_couple,1,Cultural/Museum,Car
7.41481849446239e+18,35,Adult,59425,Moderate,2_person,married_couple,2,Entertainment/Zoos and Nature Parks,Car
1.7062008906206878e+19,70,Elderly,372762,Ultra High,2_person,married_couple,2,Leisure & Wellness/Gym,Walking
1.6964130830355503e+19,27,Young Adult,83842,High,2_person,married_couple,1,Hotel/Hotel and Lodging,Walking
1.3884939113362751e+19,73,Elderly,9283,Low,6_person,married_couple,2,Entertainment/Zoos and Nature Parks,Car
1.0534403602172762e+19,38,Adult,0,Debt,4_person,married_couple,1,Leisure & Wellness/Recreation Industries,Walking
2.98808823273449e+18,24,Young Adult,0,Debt,4_person,nonfamily_single,0,Cultural/Museum,Walking
1.7282617524534323e+19,55,Senior,8436,Low,3_person,married_couple,1,Cultural/Museum,Public_transport
1.2730674413318509e+19,20,Young Adult,0,Debt,3_person,nonfamily_single,0,Leisure & Wellness/Gym,Walking
2.2482361791573865e+18,34,Adult,152429,Ultra High,4_person,nonfamily_single,1,Cultural/Library,Public_transport
7.770719726386364e+18,68,Elderly,83412,High,2_person,nonfamily_single,1,Hotel/Hotel and Lodging,Car
8.858796601922273e+17,32,Adult,37570,Moderate,2_person,nonfamily_single,3_plus,Entertainment/Zoos and Nature Parks,Walking
1.5523582326326972e+19,44,Middle Age,101977,Very High,5_person,married_couple,2,Entertainment/Zoos and Nature Parks,Public_transport
1.4131554966908643e+19,63,Elderly,293952,Ultra High,3_person,married_couple,3_plus,Hotel/Hotel and Lodging,Car
8.979491369675231e+18,56,Senior,0,Debt,7_plus_person,married_couple,3_plus,Leisure & Wellness/Gym,Walking
1.3756084814421572e+19,57,Senior,0,Debt,2_person,family_single,2,Leisure & Wellness/Recreation Industries,Car
1.672692683105203e+19,31,Adult,596906,Ultra High,2_person,married_couple,1,Hotel/Hotel and Lodging,Public_transport
1.7905652231715332e+19,32,Adult,95969,Very High,2_person,married_couple,1,Entertainment/Zoos and Nature Parks,Walking
1.497610332414635e+19,34,Adult,8103,Low,3_person,family_single,1,Leisure & Wellness/Gym,Car
1.3342678540377356e+19,73,Elderly,8889,Low,7_plus_person,nonfamily_single,0,Entertainment/Media,Public_transport
8.449122691721655e+18,66,Elderly,0,Debt,2_person,family_single,1,Leisure & Wellness/Gym,Walking
1.5752301147275176e+19,24,Young Adult,25762,Low,4_person,nonfamily_single,3_plus,Leisure & Wellness/Recreation Industries,Car
5.173218827208771e+18,53,Senior,53635,Moderate,4_person,married_couple,1,Hotel/Hotel and Lodging,Car
7.734123221980012e+18,80,Elderly,6060,Low,7_plus_person,family_single,3_plus,Leisure & Wellness/Gym,Car
9.05328540316746e+18,75,Elderly,17719,Low,1_person,living_alone,1,Leisure & Wellness/Gym,Walking
5.743350694043971e+18,25,Young Adult,26365,Low,4_person,nonfamily_single,3_plus,Entertainment/Zoos and Nature Parks,Public_transport
1.161797383723491e+19,42,Middle Age,0,Debt,5_person,married_couple,2,Cultural/Museum,Public_transport
5.345389260007684e+18,70,Elderly,330317,Ultra High,7_plus_person,married_couple,1,Leisure & Wellness/Recreation Industries,Public_transport
1.204179147352782e+19,34,Adult,20528,Low,5_person,married_couple,2,Leisure & Wellness/Recreation Industries,Public_transport
1.535618615449629e+19,51,Senior,0,Debt,2_person,family_single,1,Leisure & Wellness/Gym,Car
1.1636233133225695e+19,20,Young Adult,40075,Moderate,7_plus_person,family_single,1,Hotel/Hotel and Lodging,Car
8.033790531277127e+18,56,Senior,10707,Low,4_person,married_couple,2,Leisure & Wellness/Gym,Car
1.6532430377127234e+19,65,Elderly,62628,High,2_person,married_couple,2,Leisure & Wellness/Gym,Car
8.128640882668306e+18,76,Elderly,58825,Moderate,2_person,married_couple,1,Leisure & Wellness/Gym,Car
8.129926815812683e+18,76,Elderly,27849,Low,2_person,married_couple,1,Leisure & Wellness/Gym,Car
1.406403913552465e+19,19,Young Adult,0,Debt,2_person,family_single,0,Hotel/Hotel and Lodging,Walking
1.1425129655614775e+19,26,Young Adult,37570,Moderate,5_person,nonfamily_single,0,Hotel/Hotel and Lodging,Public_transport
3.230001025800848e+18,22,Young Adult,0,Debt,5_person,nonfamily_single,1,Leisure & Wellness/Recreation Industries,Car
1.5219885504898107e+19,60,Senior,6188,Low,5_person,married_couple,1,Leisure & Wellness/Recreation Industries,Car
1.467190462068885e+19,68,Elderly,40405,Moderate,7_plus_person,family_single,1,Hotel/Hotel and Lodging,Car
1.1566201176056672e+19,41,Middle Age,54745,Moderate,2_person,family_single,1,Hotel/Hotel and Lodging,Public_transport
1.092785666644591e+19,43,Middle Age,656,Low,3_person,married_couple,3_plus,Cultural/Museum,Car
1.6315288504579082e+19,60,Senior,33031,Moderate,2_person,family_single,1,Cultural/Museum,Car
1.3730883385318543e+19,19,Young Adult,0,Debt,5_person,family_single,0,Leisure & Wellness/Gym,Walking
1.0241221518516556e+19,27,Young Adult,33813,Moderate,4_person,married_couple,1,Entertainment/Zoos and Nature Parks,Public_transport
1.4454505814987864e+19,29,Young Adult,91243,Very High,2_person,nonfamily_single,1,Leisure & Wellness/Gym,Walking
4.800461634774156e+18,27,Young Adult,81204,High,3_person,nonfamily_single,1,Entertainment/Zoos and Nature Parks,Car
4.390023207545798e+18,27,Young Adult,0,Debt,2_person,nonfamily_single,0,Cultural/Museum,Public_transport
5.657817558818422e+18,49,Middle Age,19597,Low,3_person,married_couple,3_plus,Entertainment/Zoos and Nature Parks,Walking
4.217567887808861e+18,60,Senior,51572,Moderate,4_person,married_couple,2,Leisure & Wellness/Gym,Car
1.0604065993274591e+19,23,Young Adult,0,Debt,2_person,family_single,1,Cultural/Museum,Car
1.3540573190396144e+19,35,Adult,288901,Ultra High,2_person,married_couple,2,Hotel/Hotel and Lodging,Public_transport
1.4537353224892998e+19,27,Young Adult,0,Debt,2_person,married_couple,0,Entertainment/Zoos and Nature Parks,Public_transport
1.6971952131770272e+19,32,Adult,167472,Ultra High,2_person,married_couple,2,Entertainment/Spectator Sports,Car
2.3942312374201344e+18,64,Elderly,45456,Moderate,2_person,nonfamily_single,1,Hotel/Hotel and Lodging,Car
1.4038692102640788e+18,62,Elderly,22223,Low,1_person,living_alone,0,Hotel/Hotel and Lodging,Car
1.2965655152579414e+19,19,Young Adult,0,Debt,3_person,nonfamily_single,0,Cultural/Library,Walking
1.5231964617534669e+19,22,Young Adult,72201,High,1_person,living_alone,0,Leisure & Wellness/Gym,Public_transport
2.0302386769813064e+18,27,Young Adult,82259,High,2_person,nonfamily_single,1,Leisure & Wellness/Gym,Walking
2.607955764867191e+18,41,Middle Age,117220,Very High,1_person,living_alone,0,Entertainment/Zoos and Nature Parks,Public_transport
1.5838444494603874e+19,47,Middle Age,12655,Low,2_person,married_couple,1,Hotel/Hotel and Lodging,Public_transport
1.1092084076880122e+19,49,Middle Age,16873,Low,4_person,married_couple,0,Hotel/Hotel and Lodging,Walking
1.6074870384558828e+19,22,Young Adult,7518,Low,3_person,nonfamily_single,1,Leisure & Wellness/Gym,Car
1.745343214865326e+18,41,Middle Age,116267,Very High,2_person,married_couple,1,Cultural/Museum,Walking
1.79376502464258e+19,36,Adult,131318,Ultra High,3_person,married_couple,1,Entertainment/Media,Public_transport
7.544143831592966e+18,36,Adult,0,Debt,7_plus_person,married_couple,1,Leisure & Wellness/Gym,Public_transport
3.867504939723785e+18,68,Elderly,8889,Low,7_plus_person,nonfamily_single,0,Entertainment/Zoos and Nature Parks,Walking
8.856562769586476e+17,35,Adult,5157,Low,1_person,living_alone,0,Cultural/Museum,Walking
6.926223735769339e+18,53,Senior,78874,High,2_person,married_couple,0,Hotel/Hotel and Lodging,Walking
1.5707618536282989e+19,37,Adult,152917,Ultra High,5_person,married_couple,1,Leisure & Wellness/Gym,Walking
4.067052854139315e+18,16,Teen,0,Debt,2_person,family_single,1,Entertainment/Bowling,Public_transport
7.319963532336471e+18,28,Young Adult,10314,Low,4_person,nonfamily_single,1,Entertainment/Zoos and Nature Parks,Public_transport
1.0925965956280938e+19,25,Young Adult,42184,Moderate,4_person,nonfamily_single,1,Cultural/Museum,Car
1.43581458153905e+19,33,Adult,136369,Ultra High,1_person,living_alone,0,Leisure & Wellness/Gym,Walking
4.895450708765115e+18,24,Young Adult,35355,Moderate,3_person,nonfamily_single,1,Leisure & Wellness/Gym,Public_transport
6.993612097119935e+18,32,Adult,74552,High,3_person,married_couple,2,Entertainment/Media,Car
6.0307278994594e+18,94,Elderly,68711,High,1_person,living_alone,0,Leisure & Wellness/Gym,Car
4.485172870379984e+18,38,Adult,0,Debt,1_person,living_alone,0,Entertainment/Spectator Sports,Walking
5.524914925490009e+18,39,Adult,84368,High,3_person,married_couple,1,Hotel/Hotel and Lodging,Car
2.110760978179343e+18,30,Young Adult,10967,Low,2_person,family_single,1,Hotel/Hotel and Lodging,Public_transport
1.397322580149161e+19,28,Young Adult,270117,Ultra High,2_person,married_couple,2,Leisure & Wellness/Gym,Walking
9.329871982667176e+18,24,Young Adult,24754,Low,3_person,nonfamily_single,0,Hotel/Hotel and Lodging,Public_transport
1.7978537216776937e+18,58,Senior,43218,Moderate,3_person,married_couple,1,Cultural/Museum,Car
2.4413059463400003e+18,85,Elderly,36952,Moderate,2_person,family_single,2,Entertainment/Zoos and Nature Parks,Walking
8.528741469715784e+18,20,Young Adult,5024,Low,3_person,nonfamily_single,0,Cultural/Library,Public_transport
3.8164149890948495e+18,27,Young Adult,64406,High,2_person,nonfamily_single,1,Entertainment/Zoos and Nature Parks,Car
1.1017457792151818e+19,22,Young Adult,0,Debt,3_person,married_couple,2,Hotel/Hotel and Lodging,Walking
6.79006767658746e+18,26,Young Adult,64828,High,3_person,nonfamily_single,1,Cultural/Museum,Walking
9.78296433631133e+18,38,Adult,33747,Moderate,4_person,married_couple,1,Hotel/Hotel and Lodging,Car
1.7572609502038862e+19,23,Young Adult,33431,Moderate,3_person,nonfamily_single,0,Hotel/Hotel and Lodging,Public_transport
1.6728346281466309e+19,27,Young Adult,67044,High,2_person,nonfamily_single,1,Entertainment/Media,Car
1.6415353134384542e+19,66,Elderly,47540,Moderate,3_person,married_couple,1,Cultural/Museum,Car
9.903880697492093e+18,28,Young Adult,92830,Very High,2_person,married_couple,1,Leisure & Wellness/Golf Courses,Public_transport
1.347549433781885e+17,52,Senior,15471,Low,4_person,married_couple,1,Entertainment/Zoos and Nature Parks,Public_transport
5.324759419850833e+18,83,Elderly,7779,Low,3_person,married_couple,1,Entertainment/Zoos and Nature Parks,Car
1.215270001460907e+19,73,Elderly,8909,Low,4_person,married_couple,3_plus,Leisure & Wellness/Gym,Car
1.5657815860969886e+19,61,Elderly,117061,Very High,4_person,married_couple,3_plus,Leisure & Wellness/Golf Courses,Car
3.851915585843979e+18,36,Adult,69774,High,2_person,nonfamily_single,0,Entertainment/Zoos and Nature Parks,Public_transport
1.8262560702040224e+19,27,Young Adult,101977,Very High,2_person,nonfamily_single,0,Leisure & Wellness/Gym,Public_transport
1.5762860329905242e+19,30,Young Adult,146943,Ultra High,1_person,living_alone,0,Leisure & Wellness/Gym,Walking
7.728215950121565e+18,30,Young Adult,75760,High,5_person,family_single,0,Leisure & Wellness/Recreation Industries,Public_transport
1.731864135833189e+19,21,Young Adult,4321,Low,3_person,nonfamily_single,0,Leisure & Wellness/Gym,Walking
1.708386038363525e+18,69,Elderly,8889,Low,7_plus_person,nonfamily_single,0,Hotel/Hotel and Lodging,Public_transport
1.6372537082318449e+18,31,Adult,83031,High,1_person,living_alone,1,Leisure & Wellness/Gym,Car
4.408286676608057e+18,39,Adult,103145,Very High,4_person,married_couple,2,Cultural/Art Gallery,Car
1.338215911793053e+19,65,Elderly,11163,Low,1_person,living_alone,0,Entertainment/Zoos and Nature Parks,Public_transport
1.0860237882178064e+19,36,Adult,263651,Ultra High,4_person,married_couple,1,Leisure & Wellness/Gym,Walking
1.1405328149452225e+19,29,Young Adult,36911,Moderate,2_person,nonfamily_single,1,Hotel/Hotel and Lodging,Public_transport
1.668729318338049e+19,60,Senior,454565,Ultra High,7_plus_person,married_couple,1,Leisure & Wellness/Recreation Industries,Walking
7.758990087792953e+18,36,Adult,30304,Moderate,1_person,living_alone,0,Hotel/Hotel and Lodging,Public_transport
1.5720488563643136e+19,52,Senior,42937,Moderate,2_person,married_couple,2,Leisure & Wellness/Recreation Industries,Walking
7.541042826356322e+18,40,Adult,37570,Moderate,3_person,nonfamily_single,0,Leisure & Wellness/Recreation Industries,Walking
6.640796841134215e+18,60,Senior,308404,Ultra High,2_person,married_couple,2,Leisure & Wellness/Recreation Industries,Car
6.485920282349716e+18,72,Elderly,308404,Ultra High,6_person,married_couple,3_plus,Leisure & Wellness/Recreation Industries,Car
8.687255601004876e+17,55,Senior,32181,Moderate,3_person,married_couple,2,Entertainment/Zoos and Nature Parks,Car
8.577832599640658e+18,40,Adult,10804,Low,2_person,nonfamily_single,0,Cultural/Museum,Public_transport
7.503725544375955e+18,65,Elderly,64936,High,1_person,living_alone,1,Leisure & Wellness/Gym,Walking
6.339197043045689e+18,34,Adult,108057,Very High,1_person,living_alone,1,Entertainment/Zoos and Nature Parks,Walking
8.313805874878947e+18,29,Young Adult,10804,Low,2_person,married_couple,1,Leisure & Wellness/Gym,Walking
1.711454849476304e+19,26,Young Adult,77462,High,2_person,nonfamily_single,1,Entertainment/Zoos and Nature Parks,Public_transport
3.0369644390152013e+18,58,Senior,660167,Ultra High,1_person,living_alone,1,Hotel/Hotel and Lodging,Walking
4.257806464218225e+18,67,Elderly,55153,Moderate,3_person,married_couple,3_plus,Entertainment/Media,Car
3.483809951452604e+17,33,Adult,32324,Moderate,3_person,family_single,1,Leisure & Wellness/Gym,Walking
1.4661459330552027e+19,22,Young Adult,4040,Low,6_person,married_couple,2,Leisure & Wellness/Gym,Car
5.836746414841909e+18,29,Young Adult,108047,Very High,2_person,nonfamily_single,0,Hotel/Hotel and Lodging,Public_transport
8.999696657760232e+18,28,Young Adult,88598,High,2_person,nonfamily_single,2,Cultural/Art Gallery,Walking
6.732599220429741e+18,77,Elderly,22124,Low,2_person,family_single,2,Cultural/Museum,Walking
4.824667015675031e+18,37,Adult,52604,Moderate,4_person,married_couple,2,Leisure & Wellness/Gym,Walking
1.7061060703583987e+18,49,Middle Age,8990,Low,7_plus_person,married_couple,1,Entertainment/Media,Walking
1.5232348888693608e+19,30,Young Adult,0,Debt,4_person,married_couple,1,Cultural/Art Gallery,Public_transport
3.607712965832271e+18,63,Elderly,21247,Low,2_person,married_couple,2,Leisure & Wellness/Gym,Walking
6.811443771925618e+18,59,Senior,25762,Low,2_person,married_couple,1,Entertainment/Zoos and Nature Parks,Public_transport
7.688823396558906e+18,63,Elderly,7487,Low,2_person,married_couple,1,Leisure & Wellness/Gym,Car
1.660875777147136e+19,40,Adult,41757,Moderate,3_person,family_single,2,Entertainment/Zoos and Nature Parks,Car
4.642278746272898e+18,32,Adult,9489,Low,1_person,living_alone,0,Leisure & Wellness/Gym,Walking
7.545362650175796e+18,27,Young Adult,89641,High,2_person,married_couple,1,Entertainment/Zoos and Nature Parks,Car
4.4651242661890985e+18,64,Elderly,0,Debt,2_person,married_couple,1,Cultural/Library,Car
1.5766255948506802e+19,74,Elderly,13613,Low,1_person,living_alone,0,Entertainment/Zoos and Nature Parks,Public_transport
1.6124351431188898e+19,45,Middle Age,182486,Ultra High,4_person,married_couple,2,Cultural/Museum,Car
2.2438824593339057e+18,31,Adult,105460,Very High,4_person,nonfamily_single,2,Leisure & Wellness/Gym,Public_transport
1.6088361204745046e+19,65,Elderly,13505,Low,1_person,living_alone,1,Entertainment/Zoos and Nature Parks,Car
7.732827620411313e+17,32,Adult,69150,High,4_person,family_single,1,Leisure & Wellness/Gym,Car
4.2757734960594376e+18,31,Adult,0,Debt,6_person,married_couple,2,Leisure & Wellness/Recreation Industries,Public_transport
5.129466306741742e+18,94,Elderly,29197,Low,2_person,married_couple,1,Hotel/Hotel and Lodging,Car
4.970469121143312e+18,30,Young Adult,25837,Low,1_person,living_alone,0,Leisure & Wellness/Gym,Walking
1.123141788639203e+19,29,Young Adult,84790,High,2_person,married_couple,1,Entertainment/Zoos and Nature Parks,Public_transport
9.013991722417594e+18,80,Elderly,8889,Low,7_plus_person,nonfamily_single,0,Hotel/Hotel and Lodging,Walking
1.583535816716162e+19,28,Young Adult,1054,Low,3_person,nonfamily_single,1,Hotel/Hotel and Lodging,Walking
6.461119015637549e+18,25,Young Adult,41057,Moderate,2_person,married_couple,0,Hotel/Hotel and Lodging,Walking
1.5983238544882594e+19,83,Elderly,9950,Low,1_person,living_alone,0,Leisure & Wellness/Gym,Walking
8.694650737809512e+18,34,Adult,107377,Very High,3_person,nonfamily_single,3_plus,Entertainment/Amusement Park,Walking
1.3652753433526351e+18,47,Middle Age,362784,Ultra High,3_person,married_couple,2,Entertainment/Zoos and Nature Parks,Walking
3.0289825450323154e+18,27,Young Adult,37570,Moderate,5_person,married_couple,3_plus,Cultural/Museum,Public_transport
1.6744604599550314e+19,30,Young Adult,58003,Moderate,5_person,nonfamily_single,3_plus,Leisure & Wellness/Gym,Public_transport
1.0494143071504478e+19,39,Adult,0,Debt,7_plus_person,married_couple,1,Hotel/Hotel and Lodging,Car
5.031890602770469e+18,29,Young Adult,66219,High,2_person,nonfamily_single,1,Entertainment/Zoos and Nature Parks,Public_transport
6.543935350184174e+18,27,Young Adult,68689,High,2_person,nonfamily_single,1,Leisure & Wellness/Gym,Car
5.877770591717124e+18,65,Elderly,77073,High,5_person,married_couple,3_plus,Leisure & Wellness/Recreation Industries,Car
1.8329231034128964e+19,24,Young Adult,106271,Very High,2_person,nonfamily_single,0,Hotel/Hotel and Lodging,Walking
5.233954424858637e+18,28,Young Adult,59598,Moderate,2_person,nonfamily_single,0,Entertainment/Zoos and Nature Parks,Walking
9.805272481664365e+18,19,Young Adult,0,Debt,5_person,married_couple,1,Entertainment/Amusement Park,Walking
4.1871279028683126e+18,32,Adult,48478,Moderate,2_person,married_couple,1,Hotel/Hotel and Lodging,Public_transport
1.1110595390858463e+19,85,Elderly,69700,High,2_person,married_couple,1,Hotel/Hotel and Lodging,Public_transport
1.04437723966762e+19,33,Adult,46415,Moderate,1_person,living_alone,0,Leisure & Wellness/Gym,Walking
7.010930187895273e+18,63,Elderly,75957,High,1_person,living_alone,1,Entertainment/Zoos and Nature Parks,Car
9.113811288432472e+18,37,Adult,52527,Moderate,2_person,married_couple,1,Leisure & Wellness/Recreation Industries,Public_transport
2.052570062449885e+18,38,Adult,49566,Moderate,2_person,married_couple,2,Leisure & Wellness/Gym,Public_transport
8.471486736437205e+18,51,Senior,161017,Ultra High,1_person,living_alone,1,Leisure & Wellness/Gym,Walking
2.4151125719561544e+18,34,Adult,150282,Ultra High,1_person,living_alone,0,Leisure & Wellness/Gym,Walking
8.828628010777479e+18,24,Young Adult,20037,Low,5_person,family_single,0,Leisure & Wellness/Recreation Industries,Public_transport
6.96028757189887e+18,29,Young Adult,85875,High,2_person,nonfamily_single,0,Entertainment/Zoos and Nature Parks,Walking
5.744262627771819e+18,57,Senior,68549,High,6_person,nonfamily_single,2,Entertainment/Zoos and Nature Parks,Car
6.897503800665312e+17,73,Elderly,15558,Low,1_person,living_alone,0,Leisure & Wellness/Golf Courses,Public_transport
1.617431922555889e+19,76,Elderly,24754,Low,1_person,living_alone,1,Leisure & Wellness/Gym,Car
5.790159460280024e+18,76,Elderly,0,Debt,3_person,married_couple,1,Cultural/Museum,Car
4.702900936997657e+18,29,Young Adult,77288,High,2_person,married_couple,1,Leisure & Wellness/Gym,Car
6.875082882226803e+18,50,Middle Age,227571,Ultra High,2_person,married_couple,2,Hotel/Hotel and Lodging,Car
1.3011096810089849e+19,32,Adult,151521,Ultra High,2_person,family_single,0,Hotel/Hotel and Lodging,Walking
4.508662894397275e+18,33,Adult,21112,Low,2_person,nonfamily_single,1,Leisure & Wellness/Gym,Car
1.625087582905955e+19,34,Adult,80811,High,4_person,married_couple,1,Leisure & Wellness/Gym,Walking
4.439207897858747e+18,29,Young Adult,64406,High,2_person,married_couple,1,Leisure & Wellness/Recreation Industries,Car
1.1355189168526918e+19,24,Young Adult,14062,Low,2_person,family_single,0,Leisure & Wellness/Gym,Public_transport
1.3352873264504064e+19,39,Adult,0,Debt,6_person,married_couple,3_plus,Leisure & Wellness/Recreation Industries,Car
1.620348500790527e+19,67,Elderly,9491,Low,1_person,living_alone,0,Entertainment/Zoos and Nature Parks,Walking
8.538812636133181e+18,56,Senior,8664,Low,2_person,nonfamily_single,0,Hotel/Hotel and Lodging,Walking
1.1232546467483468e+18,28,Young Adult,89673,High,2_person,nonfamily_single,1,Cultural/Museum,Walking
3.2766872105988977e+18,82,Elderly,17172,Low,2_person,married_couple,1,Entertainment/Zoos and Nature Parks,Car
8.186053508816725e+18,52,Senior,38385,Moderate,4_person,married_couple,2,Cultural/Museum,Car
1.5780548738644586e+19,71,Elderly,125118,Ultra High,3_person,married_couple,1,Leisure & Wellness/Gym,Car
1.6053851661477577e+19,32,Adult,151521,Ultra High,3_person,married_couple,2,Leisure & Wellness/Gym,Public_transport
3.461740623471158e+18,33,Adult,113459,Very High,2_person,nonfamily_single,1,Leisure & Wellness/Gym,Car
1.696732716180107e+19,26,Young Adult,26836,Low,3_person,family_single,1,Hotel/Hotel and Lodging,Public_transport
1.7442457046263446e+19,21,Young Adult,5273,Low,1_person,living_alone,1,Leisure & Wellness/Gym,Public_transport
2.1648505450191456e+17,74,Elderly,52022,Moderate,1_person,living_alone,1,Leisure & Wellness/Recreation Industries,Car
6.040899530918561e+18,24,Young Adult,35405,Moderate,3_person,nonfamily_single,1,Cultural/Museum,Car
1.1322858607455446e+18,22,Young Adult,10101,Low,4_person,nonfamily_single,2,Entertainment/Media,Car
9.593741156436312e+18,65,Elderly,-4538,Debt,6_person,nonfamily_single,0,Entertainment/Zoos and Nature Parks,Public_transport
7.77506021814312e+18,28,Young Adult,85610,High,2_person,married_couple,2,Leisure & Wellness/Gym,Car
6.941455614114647e+17,58,Senior,72201,High,2_person,nonfamily_single,2,Leisure & Wellness/Gym,Walking
8.513739250967416e+18,64,Elderly,0,Debt,3_person,family_single,2,Leisure & Wellness/Gym,Public_transport
2.69625866276143e+18,16,Teen,0,Debt,6_person,family_single,1,Leisure & Wellness/Gym,Walking
1.4123935898396092e+19,69,Elderly,9768,Low,2_person,married_couple,0,Leisure & Wellness/Gym,Public_transport
4.0478590226959657e+18,28,Young Adult,65659,High,2_person,married_couple,1,Hotel/Hotel and Lodging,Car
1.837144928997622e+19,24,Young Adult,36911,Moderate,3_person,nonfamily_single,1,Hotel/Hotel and Lodging,Public_transport
1.6816358881470007e+19,37,Adult,0,Debt,5_person,married_couple,3_plus,Leisure & Wellness/Gym,Car
1.6299286717409153e+19,25,Young Adult,67679,High,1_person,living_alone,1,Cultural/Museum,Public_transport
1.3584008948948304e+19,67,Elderly,10949,Low,1_person,living_alone,1,Hotel/Hotel and Lodging,Car
9.796056118342688e+17,23,Young Adult,0,Debt,5_person,family_single,2,Hotel/Hotel and Lodging,Public_transport
1.1198263959543998e+19,66,Elderly,14262,Low,3_person,married_couple,1,Entertainment/Zoos and Nature Parks,Car
1.7249137463822293e+19,28,Young Adult,113136,Very High,2_person,nonfamily_single,3_plus,Entertainment/Zoos and Nature Parks,Walking
