id,desire,description
Desire_4.725922539421113e+18_Recreation,Recreation,This person wants to Recreation
Desire_1.1060455406540653e+19_Eat,Eat,This person wants to Eat
Desire_8.040279825005234e+18_Errands,Errands,This person wants to Errands
Desire_6.480416912556957e+18_Eat,Eat,This person wants to Eat
Desire_1.1959002156003338e+19_Shop,Shop,This person wants to Shop
Desire_4.790929807481037e+18_Shop,Shop,This person wants to Shop
Desire_3.55129976844983e+18_Eat,Eat,This person wants to Eat
Desire_1.7369794436249563e+19_Recreation,Recreation,This person wants to Recreation
Desire_1.074294751836846e+19_Errands,Errands,This person wants to Errands
Desire_2.8261385840521416e+18_Recreation,Recreation,This person wants to Recreation
Desire_4.436687389927804e+18_Eat,Eat,This person wants to Eat
Desire_8.923277260593386e+18_Shop,Shop,This person wants to Shop
Desire_1.0121502050891196e+19_Recreation,Recreation,This person wants to Recreation
Desire_1.495572078157748e+19_Recreation,Recreation,This person wants to Recreation
Desire_1.5906511383801756e+18_Other,Other,This person wants to Other
Desire_8.927067103566428e+18_Eat,Eat,This person wants to Eat
Desire_1.0496294441771432e+19_Eat,Eat,This person wants to Eat
Desire_4.593681920063413e+18_Shop,Shop,This person wants to Shop
Desire_1.887020859285743e+18_Eat,Eat,This person wants to Eat
Desire_7.578334047743596e+18_Shop,Shop,This person wants to Shop
Desire_1.3105977255292076e+19_Shop,Shop,This person wants to Shop
Desire_1.972210874312728e+18_Eat,Eat,This person wants to Eat
Desire_1.7641543916512412e+19_Errands,Errands,This person wants to Errands
Desire_1.7592536701524134e+19_Recreation,Recreation,This person wants to Recreation
Desire_1.2852436987016942e+19_Work,Work,This person wants to Work
Desire_4.78392193825491e+18_Errands,Errands,This person wants to Errands
Desire_5.702361253036915e+18_Recreation,Recreation,This person wants to Recreation
Desire_3.4772694387070377e+18_Other,Other,This person wants to Other
Desire_2.7281882177627965e+18_Shop,Shop,This person wants to Shop
Desire_7.992975410805749e+18_Errands,Errands,This person wants to Errands
Desire_6.72124512863944e+18_Recreation,Recreation,This person wants to Recreation
Desire_2.613530846017759e+18_Shop,Shop,This person wants to Shop
Desire_6.277784574118831e+18_Eat,Eat,This person wants to Eat
Desire_9.70859277941215e+18_Recreation,Recreation,This person wants to Recreation
Desire_4.3881181470957455e+18_Errands,Errands,This person wants to Errands
Desire_8.300838802515197e+18_Shop,Shop,This person wants to Shop
Desire_6.169503111361132e+18_Eat,Eat,This person wants to Eat
Desire_5.222877977095916e+18_Eat,Eat,This person wants to Eat
Desire_8.28124636530686e+18_Eat,Eat,This person wants to Eat
Desire_1.404513066245654e+19_Eat,Eat,This person wants to Eat
Desire_1.117886785552938e+19_Eat,Eat,This person wants to Eat
Desire_1.1721554355767026e+19_Eat,Eat,This person wants to Eat
Desire_2.760421075200524e+18_Other,Other,This person wants to Other
Desire_1.6149611978269483e+19_Eat,Eat,This person wants to Eat
Desire_5.583534184061957e+18_Eat,Eat,This person wants to Eat
Desire_1.3266689129062631e+19_Errands,Errands,This person wants to Errands
Desire_1.8231448175580656e+19_Errands,Errands,This person wants to Errands
Desire_9.241051850460572e+18_Eat,Eat,This person wants to Eat
Desire_1.8056702623296893e+19_Eat,Eat,This person wants to Eat
Desire_8.726335385421652e+18_Shop,Shop,This person wants to Shop
Desire_7.7068801192842e+18_Recreation,Recreation,This person wants to Recreation
Desire_1.33186536988608e+19_Errands,Errands,This person wants to Errands
Desire_1.6791137899504452e+19_Shop,Shop,This person wants to Shop
Desire_1.1850034360179656e+18_Other,Other,This person wants to Other
Desire_1.2833042577098064e+19_Shop,Shop,This person wants to Shop
Desire_1.0127798680732471e+19_Eat,Eat,This person wants to Eat
Desire_7.431990998636184e+18_Recreation,Recreation,This person wants to Recreation
Desire_1.7053634030666162e+19_School,School,This person wants to School
Desire_1.3333943746242294e+19_Recreation,Recreation,This person wants to Recreation
Desire_5.139075800617286e+18_Eat,Eat,This person wants to Eat
Desire_4.291956479484388e+18_Eat,Eat,This person wants to Eat
Desire_1.152189039595333e+19_Recreation,Recreation,This person wants to Recreation
Desire_1.099932190746119e+19_Other,Other,This person wants to Other
Desire_1.6287709604108898e+19_Eat,Eat,This person wants to Eat
Desire_5.874083207555791e+18_Shop,Shop,This person wants to Shop
Desire_1.698737764475722e+19_Eat,Eat,This person wants to Eat
Desire_1.620255596180912e+19_Errands,Errands,This person wants to Errands
Desire_1.826799760983292e+19_Eat,Eat,This person wants to Eat
Desire_1.613317611101878e+19_Other,Other,This person wants to Other
Desire_1.3755538799570209e+19_Shop,Shop,This person wants to Shop
Desire_2.431895948261177e+18_Shop,Shop,This person wants to Shop
Desire_1.2257205707996369e+19_Eat,Eat,This person wants to Eat
Desire_1.0860347277795189e+19_School,School,This person wants to School
Desire_1.74247727007654e+19_Eat,Eat,This person wants to Eat
Desire_1.6620453152488133e+19_Recreation,Recreation,This person wants to Recreation
Desire_2.5385346087937823e+18_School,School,This person wants to School
Desire_1.2307320087922332e+19_Eat,Eat,This person wants to Eat
Desire_1.0044657423056922e+18_School,School,This person wants to School
Desire_1.2890413122923284e+19_Shop,Shop,This person wants to Shop
Desire_7.175127989760628e+18_Eat,Eat,This person wants to Eat
Desire_3.103758829513568e+18_Recreation,Recreation,This person wants to Recreation
Desire_3.295816154125889e+18_Errands,Errands,This person wants to Errands
Desire_1.1618720242515042e+19_Shop,Shop,This person wants to Shop
Desire_1.760293719213329e+19_Eat,Eat,This person wants to Eat
Desire_5.799316679072047e+18_Recreation,Recreation,This person wants to Recreation
Desire_1.5471881829226088e+19_Shop,Shop,This person wants to Shop
Desire_1.7393669475201884e+19_Recreation,Recreation,This person wants to Recreation
Desire_9.334204246866518e+18_Shop,Shop,This person wants to Shop
Desire_2.480880454654462e+18_Eat,Eat,This person wants to Eat
Desire_1.523801310258793e+19_Shop,Shop,This person wants to Shop
Desire_1.055061753098532e+19_Eat,Eat,This person wants to Eat
Desire_1.2800421335214862e+19_Eat,Eat,This person wants to Eat
Desire_1.5028578562580036e+19_Recreation,Recreation,This person wants to Recreation
Desire_1.8258696582256951e+19_Eat,Eat,This person wants to Eat
Desire_1.2465337261093292e+19_Shop,Shop,This person wants to Shop
Desire_8.328619877845371e+18_Recreation,Recreation,This person wants to Recreation
Desire_1.5763710123849312e+19_Eat,Eat,This person wants to Eat
Desire_7.260901147021687e+18_Recreation,Recreation,This person wants to Recreation
Desire_1.0934328448887978e+19_Errands,Errands,This person wants to Errands
Desire_1.5693312869075982e+19_Errands,Errands,This person wants to Errands
Desire_1.557522522750047e+19_Recreation,Recreation,This person wants to Recreation
Desire_8.51412615614507e+18_Errands,Errands,This person wants to Errands
Desire_1.8327224237190017e+19_Eat,Eat,This person wants to Eat
Desire_1.4045011685491038e+19_Eat,Eat,This person wants to Eat
Desire_6.726459069952924e+18_Eat,Eat,This person wants to Eat
Desire_9.892054418727856e+18_Errands,Errands,This person wants to Errands
Desire_1.2340468273737548e+19_Shop,Shop,This person wants to Shop
Desire_8.374112365639308e+18_Shop,Shop,This person wants to Shop
Desire_7.993767829409989e+17_Recreation,Recreation,This person wants to Recreation
Desire_4.023543665822827e+18_Recreation,Recreation,This person wants to Recreation
Desire_1.5131497801485726e+19_Shop,Shop,This person wants to Shop
Desire_1.7419522346394956e+19_Eat,Eat,This person wants to Eat
Desire_9.172417998999478e+18_Eat,Eat,This person wants to Eat
Desire_1.5070159857181064e+18_Errands,Errands,This person wants to Errands
Desire_3.9340934272927e+18_Errands,Errands,This person wants to Errands
Desire_3.639220514098162e+18_Errands,Errands,This person wants to Errands
Desire_1.3105030994337788e+19_Recreation,Recreation,This person wants to Recreation
Desire_1.6217104359926503e+19_Eat,Eat,This person wants to Eat
Desire_3.103582862831087e+18_Shop,Shop,This person wants to Shop
Desire_1.6122821562958316e+19_Eat,Eat,This person wants to Eat
Desire_3.115373568463149e+18_Recreation,Recreation,This person wants to Recreation
Desire_1.3632868212100258e+19_Errands,Errands,This person wants to Errands
Desire_1.3370601610099036e+19_Recreation,Recreation,This person wants to Recreation
Desire_6.692560300020546e+18_Recreation,Recreation,This person wants to Recreation
Desire_6.958421140529888e+18_Shop,Shop,This person wants to Shop
Desire_1.046148390112289e+19_Shop,Shop,This person wants to Shop
Desire_5.658908781779897e+18_Eat,Eat,This person wants to Eat
Desire_6.629979911249666e+18_Eat,Eat,This person wants to Eat
Desire_7.064446435879382e+18_Eat,Eat,This person wants to Eat
Desire_5.852713165254175e+18_Errands,Errands,This person wants to Errands
Desire_5.017835505007486e+18_Recreation,Recreation,This person wants to Recreation
Desire_6.503060117707674e+17_Shop,Shop,This person wants to Shop
Desire_1.5138825405901773e+19_Eat,Eat,This person wants to Eat
Desire_1.2211133587597265e+19_Recreation,Recreation,This person wants to Recreation
Desire_1.484605475336587e+18_Shop,Shop,This person wants to Shop
Desire_3.9472356871599104e+18_Eat,Eat,This person wants to Eat
Desire_7.139282882942648e+16_Recreation,Recreation,This person wants to Recreation
Desire_9.32724443068168e+18_Errands,Errands,This person wants to Errands
Desire_1.0936987959264948e+19_Shop,Shop,This person wants to Shop
Desire_1.4492104182340968e+19_Shop,Shop,This person wants to Shop
Desire_1.4819491100583762e+19_Errands,Errands,This person wants to Errands
Desire_7.84570751275287e+18_Errands,Errands,This person wants to Errands
Desire_4.075682028713848e+18_Shop,Shop,This person wants to Shop
Desire_7.329192296962389e+18_Shop,Shop,This person wants to Shop
